STAID,LOCAL,DATES,TIMES,MEDIM,STYPE,SAMPL,LABNO,HUNIT,GUNIT,PRJCT,LATDD,LNGDD,CNTYC,DATTD,DATTM,GUERA,GUNNM,GUSER,GUSYS,HDATM,SALTD,SNAME,VDATM,MAJRIVBAS,WELLUSE,WELLCOMPIN,P00025,P00020,P00080,P62971,P00300,P00058,P00059,P00400,P00095,P00010,P72000,P72008,P72004,P84143,P84148,P84147,P84146,P70300,P00900,P00905,P00915,P00925,P00935,P00930,P39086,P00453,P71870,P00405,P00452,P00940,P00950,P71875,P71834,P00955,P00945,P00623,P71846,P00608,P00597,P00631,P71851,P00618,P71856,P00613,P00607,P00671,P00660,P00665,P00602,P00600,P50468,P99596,P31684,P31691,P84385,P31616,P31625,P61215,P78943,P31692,P50569,P99595,P31501,P61213,P84138,P01106,P01105,P01005,P01007,P01010,P01012,P01025,P01027,P01030,P01034,P01035,P01037,P01040,P01042,P01046,P01045,P01049,P01051,P01130,P01132,P01056,P01055,P71890,P71900,P01060,P01062,P01065,P01067,P01075,P01077,P01080,P01082,P01057,P01059,P01085,P01090,P01092,P01095,P01097,P82043,P01000,P01002,P01020,P01145,P01147,P32103,P34541,P34571,P50470,P39732,P38746,P82660,P62850,P04040,P04038,P50355,P49308,P50295,P61030,P62847,P61029,P49260,P49315,P61031,P62848,P50009,P46342,P49313,P49314,P49312,P34253,P39632,P65065,P82686,P50299,P82673,P50300,P61693,P38711,P04029,P49311,P04028,P49310,P82680,P49309,P82674,P61188,P50306,P04039,P49306,P38933,P82687,P49305,P04041,P04031,P49304,P82682,P63778,P63777,P63779,P63780,P62169,P62170,P39572,P38442,P49302,P39381,P62482,P61951,P61588,P49301,P04033,P82677,P49300,P82668,P82663,P82672,P49297,P62167,P62168,P62166,P62483,P61952,P62481,P61694,P38811,P04095,P63784,P63783,P64045,P63785,P50356,P50407,P61695,P39341,P38478,P82666,P39532,P38482,P38487,P50359,P38501,P49296,P82667,P61044,P61043,P39415,P82630,P61697,P82671,P61692,P82684,P49294,P50364,P49293,P49292,P38866,P34653,P39542,P82669,P82683,P82664,P49291,P04037,P62767,P62766,P04024,P82679,P82685,P51195,P49236,P50471,P38538,P82676,P62849,P38548,P04035,P50337,P82670,P82665,P04032,P82675,P82681,P82678,P49235,P82661,P34506,P77652,P34496,P34501,P34536,P34566,P34030,P32101,P67440,P50305,P34301,P77093,P32105,P34668,P34423,P81576,P81577,P34371,P68831,P85574,P78032,P50005,P85795,P00680,P77135,P32730,P77128,P50004,P34475,P32102,P34010,P34546,P32104,P39180,P34488,P32106,P90867,P90851,P39175,P01519,P63018,P03519,P85817,P76002,P82303,P75985,P07000,P22703,P28011
431353075041801,HE 624,20020916,1030,WG,9,00202131,2610137,020200040602,112ICNC,443600325,43.23138889,-75.07138889,043,200209161030,200209161030,Cenozoic,,Pleistocene,Quaternary,NAD83,715,HE 624,NGVD29,Mohawk,Production,na,,,,,5.5,,110,8.2,344,9.6,715,70.00,60,,,,,195,172,,56.0,7.85,1.04,4.89,,,,2.1,,6.78,E0.10,,,9.1,11.5,<0.10,<0.052,<0.04,,1.25,5.52,1.25,<0.026,<0.008,<0.10,<0.02,<0.061,,<1.3,,,,,,,,,,,,,,,,,,<2.0,,7.33,,<0.06,,<0.040,,<0.8,,<1.00,,2.5,<10.0,<12.0,,<1.00,,1.91,<2.00,<1.0,,<0.011,,0.47,,2.77,,<0.050,,157,,<0.90,,,2,,<0.90,,,<2,E9.2,,E0.2,<0.2,<0.1,<0.1,,,,<0.0060,,<0.006,,,,,<0.05,,<0.05,<0.006,,<0.05,,<0.05,<0.005,,,,<0.0046,<0.007,,<0.050,,<0.010,,,,,,<0.0020,,<0.041,,<0.020,,,,,<0.0050,<0.006,,<0.018,,,<0.0030,,,,,,,<0.0050,,,<0.005,<0.05,<0.05,,,,<0.021,,<0.0020,<0.009,<0.005,,,,,<0.05,<0.05,,,,<0.0027,,,,,,,,<0.0040,,<0.035,<0.027,,,,,,<0.006,<0.05,<0.05,<0.013,<0.006,,<0.0016,,<0.007,,,,,,<0.003,<0.010,<0.0041,<0.022,<0.011,,<0.015,,,<0.010,<0.011,<0.023,,,,,<0.0041,,,<0.005,,<0.016,<0.034,,<0.017,<0.005,<0.0023,,<0.009,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,,,<0.1,<0.1,<0.2,<0.2,<0.2,<0.2,<0.2,<0.1,,,<0.2,<0.2,<0.2,<0.6,<0.1,<16,<0.1,<0.1,<0.1,<0.2,<0.1,<0.1,<0.2,<0.1,<0.2,<0.1,<0.6,,<0.2,,,,,,,2.6,35.8,,0.389
431353075041801,HE 624,20020916,1055,WG,9,00202132,2600008,020200040602,112ICNC,443600325,43.23138889,-75.07138889,043,200209161055,200209161055,Cenozoic,,Pleistocene,Quaternary,NAD83,715,HE 624,NGVD29,Mohawk,Production,na,,,,,,,110,,,9.6,715,70.00,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,420,,,,
430848074581301,HE 625,20020916,1245,WG,9,00202129,2610138,020200040603,112SDGV,443600325,43.14666667,-74.96975000,043,200209161245,200209161245,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,625,HE 625,NGVD29,Mohawk,Production,Sand and Gravel,,,,,6.0,,135,8.1,343,9.3,625,47.00,60,,,,,193,175,,54.0,9.78,1.02,4.20,,,,2.6,,5.04,E0.09,,,7.3,10.6,<0.10,<0.052,<0.04,,0.40,1.79,0.404,<0.026,<0.008,<0.10,<0.02,<0.061,,<0.50,,,,,,,,,,,,,,,,,,<2.0,,17.9,,<0.06,,<0.040,,<0.8,,<1.00,,1.9,<10.0,<12.0,,<1.00,,1.38,<2.00,<1.0,,<0.011,,0.30,,2.77,,<0.050,,170,,<0.90,,,2,,<0.90,,,<2,E7.0,,<0.4,<0.2,<0.1,<0.1,,,,<0.0060,,<0.006,,,,,<0.05,,<0.05,<0.006,,<0.05,,<0.05,<0.005,,,,<0.0046,<0.007,,<0.050,,<0.010,,,,,,<0.0020,,<0.041,,<0.020,,,,,<0.0050,<0.006,,<0.018,,,<0.0030,,,,,,,<0.0050,,,<0.005,<0.05,<0.05,,,,<0.021,,<0.0020,<0.009,<0.005,,,,,<0.05,<0.05,,,,<0.0027,,,,,,,,<0.0040,,<0.035,<0.027,,,,,,<0.006,<0.05,<0.05,<0.013,<0.006,,<0.0016,,<0.007,,,,,,<0.003,<0.010,<0.0041,<0.022,<0.011,,<0.015,,,<0.010,<0.011,<0.023,,,,,<0.0041,,,<0.005,,<0.016,<0.034,,<0.017,<0.005,<0.0023,,<0.009,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,,,<0.1,<0.1,<0.2,<0.2,<0.2,<0.2,<0.2,<0.1,,,<0.2,<0.2,<0.2,E0.5,<0.1,<16,<0.1,<0.1,<0.1,<0.2,<0.1,<0.1,<0.2,<0.1,<0.2,<0.1,<0.6,,<0.2,,,,,,,2.6,39.7,,0.196
430848074581301,HE 625,20020916,1305,WG,9,00202130,2600009,020200040603,112SDGV,443600325,43.14666667,-74.96975000,043,200209161305,200209161305,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,625,HE 625,NGVD29,Mohawk,Production,Sand and Gravel,,,,,,,135,,,9.3,625,47.00,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,440,,,,
430848074581301,HE 625,20060925,1130,WG,9,00603096,2690122,020200040603,112SDGV,24570326A,43.14666667,-74.96975000,043,200609251130 EST,200609251130,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,625,HE 625,NGVD29,Mohawk,Production,Sand and Gravel,742,,2,,6.9,,,7.4,366,10.1,625,47.00,,,,,,201,188,4,58.3,10.2,1.07,4.06,,,,14,,5.23,E0.06,,,8.03,8.69,E0.06,E0.007,E0.006,,0.43,1.93,0.435,<0.007,<0.002,E0.05,E0.005,E0.015,,E0.49,,,,U,,,<5,<5,,2,2,,,3,,,,<2.0,,20.3,,<0.06,,<0.040,,0.50,,0.114,,0.9,<6.0,<6.0,,0.09,,1.31,<0.60,<0.6,,<0.010,,0.29,,0.31,,<0.160,,197,,<0.18,,,<2,,<0.20,,,0.15,9.8,,<0.080,<0.2,<0.1,<0.1,,,,<0.0060,<0.02,E0.004,,,,,<0.02,<0.02,<0.02,<0.006,,<0.02,<0.02,<0.02,<0.005,,,,<0.0050,E0.003,,<0.050,,<0.010,,,,,,<0.0040,,<0.041,,<0.020,,,,,<0.0050,<0.006,,<0.018,,,<0.0030,<0.02,<0.02,<0.02,<0.02,<0.029,<0.012,<0.0050,,,<0.009,<0.02,<0.02,<0.02,,,<0.021,,<0.0040,<0.009,<0.012,,<0.013,<0.024,<0.016,<0.02,<0.02,<0.02,,,<0.0053,<0.02,<0.02,<0.02,<0.02,,,,<0.0040,,<0.035,<0.027,,,,,,<0.015,<0.02,<0.02,<0.006,<0.028,,<0.0030,,<0.007,,,,,,<0.003,<0.010,<0.0040,<0.022,<0.055,,<0.010,<0.02,<0.05,<0.010,<0.011,<0.023,,,,,<0.0040,<0.02,,<0.005,,<0.016,<0.034,,<0.017,<0.010,<0.0060,,<0.009,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,,,<0.1,<0.1,<0.2,<0.2,<0.2,<0.2,<0.2,<0.1,,,<0.2,<0.2,<0.2,<1.0,<0.1,<4,<0.1,<0.1,<0.1,<0.2,<0.1,<0.1,<0.2,<0.1,<0.2,<0.1,<0.6,,<0.2,,,,,24,530,,,,0.210
430848074581301,HE 625,20060925,1135,WG,9,00603097,2690091,020200040603,112SDGV,24570326A,43.14666667,-74.96975000,043,200609251135 EST,200609251135,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,625,HE 625,NGVD29,Mohawk,Production,Sand and Gravel,742,,,,6.9,,,7.4,366,10.1,625,47.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.190,<0.04,<0.02,,,<0.03,<0.08,<0.032,<0.008,,,,,,<0.028,,,,,<0.02,<0.100,<0.15,,<0.008,,,<0.08,,<0.022,<0.02,<0.02,<0.02,<0.04,,<0.02,,<0.016,,<0.02,<0.032,<0.04,,,,<0.07,,<0.01,<0.03,,,,,,,,,<0.04,<0.03,,,,,<0.04,<0.01,,<0.02,,,,<0.10,,,,,,,<0.04,<0.02,,,,,,<0.04,<0.04,<0.020,,<0.01,,,<0.07,<0.10,<0.03,<0.034,<0.070,,,,,,<0.07,,<0.04,,<0.01,<0.04,<0.02,<0.02,<0.05,,,,,,<0.03,,,,,,,,<0.030,<0.010,<0.008,,,<0.02,,<0.090,<0.026,,<0.026,,,,<0.03,,,,,,,,,,,<0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431420075064001,HE1144,20060821,1500,WG,9,00602605,2340207,020200040602,112SDGV,24570326A,43.23888889,-75.11111111,043,200608211500 EST,200608211500,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,716,HE1144,NAVD88,Mohawk,Domestic,Sand and Gravel,,,2,,9.1,,,7.6,283,10.1,716,36.00,,,,,,167,143,14,44.5,7.81,0.50,2.58,,,,6.3,,4.19,E0.07,,,10.1,10.9,E0.05,<0.013,<0.010,,1.65,E7.29,E1.65,E0.004,E0.001,<0.05,0.007,0.021,,E1.7,,,,U,,,<5,<5,,140,140,,,<1,,,,17.8,,3.24,,<0.06,,<0.040,,0.85,,0.113,,4.7,<6.0,580,,2.13,,1.88,1.62,18.1,,<0.010,,E0.18,,0.76,,<0.160,,171,,<0.18,,,E1,,<0.20,,,0.46,E6.2,,0.110,<0.2,<0.1,<0.1,,,,<0.0060,<0.02,<0.014,,,,,<0.02,<0.02,<0.02,<0.006,,<0.02,<0.02,<0.02,<0.005,,,,<0.0050,<0.007,,<0.050,,<0.010,,,,,,<0.0040,,<0.041,,<0.020,,,,,<0.0050,<0.006,,<0.018,,,<0.0030,<0.02,<0.02,<0.02,<0.02,<0.029,<0.012,<0.0050,,,<0.009,<0.02,<0.02,<0.02,,,<0.021,,<0.0040,<0.009,<0.012,,<0.013,<0.024,<0.016,<0.02,<0.02,<0.02,,,<0.0053,<0.02,<0.02,<0.02,<0.02,,,,<0.0040,,<0.035,<0.027,,,,,,<0.015,<0.02,0.02,<0.006,<0.028,,<0.0030,,<0.007,,,,,,<0.003,<0.010,<0.0040,<0.022,<0.055,,<0.010,<0.02,<0.05,<0.010,<0.011,<0.023,,,,,<0.0040,<0.02,,<0.005,,<0.016,<0.034,,<0.017,<0.010,<0.0060,,<0.009,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,,,<0.1,<0.1,<0.2,<0.2,<0.2,<0.2,<0.2,<0.1,,,<0.2,<0.2,<0.2,,<0.1,<4,<0.1,<0.1,<0.1,<0.2,<0.1,<0.1,<0.2,<0.1,<0.2,<0.1,<0.6,,<0.2,,,,,23,440,,,,0.245
431420075064001,HE1144,20060821,1505,WG,9,00602606,2340217,020200040602,112SDGV,24570326A,43.23888889,-75.11111111,043,200608211505 EST,200608211505,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,716,HE1144,NAVD88,Mohawk,Domestic,Sand and Gravel,,,,,9.1,,,7.6,283,10.1,716,36.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.190,<0.04,<0.02,,,<0.03,<0.08,<0.032,<0.008,,,,,,<0.028,,,,,<0.02,<0.100,<0.15,,<0.008,,,<0.08,,<0.022,<0.02,<0.02,<0.02,<0.04,,<0.02,,<0.016,,<0.02,<0.032,<0.04,,,,<0.07,,<0.01,<0.03,,,,,,,,,<0.04,<0.03,,,,,<0.04,<0.01,,<0.02,,,,<0.10,,,,,,,<0.04,<0.02,,,,,,<0.04,<0.04,<0.020,,<0.01,,,<0.07,<0.10,<0.03,<0.034,<0.070,,,,,,<0.07,,<0.04,,<0.01,<0.04,<0.02,<0.02,<0.05,,,,,,<0.03,,,,,,,,<0.030,<0.010,<0.008,,,<0.02,,<0.090,<0.026,,<0.026,,,,<0.03,,,,,,,,,,,<0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431420075064001,HE1144,20061027,0920,WG,9,00700203,3040127,020200040602,112SDGV,24570326A,43.23888889,-75.11111111,043,200610270920 EST,200610270920,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,716,HE1144,NAVD88,Mohawk,Domestic,Sand and Gravel,,,,,,,,,,,716,36.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,
430148074495101,HE1145,20060816,1500,WG,9,00602518,2290149,020200040709,361UTIC,24570326A,43.02994444,-74.83077778,043,200608161500 EST,200608161500,Paleozoic,Utica Shale,Upper,Ordovician,NAD83,345,HE1145,NAVD88,Mohawk,Domestic,Bedrock,755,,2,,M,,,8.2,714,12.3,345,278.00,,,,,,409,33.9,,5.87,4.67,2.92,139,,,,4.0,,20.2,2.81,M,,7.66,12.4,2.1,2.42,1.88,,<0.06,<0.266,<0.060,<0.007,<0.002,0.25,0.014,0.043,,<2.2,,,,U,,,<5,<5,,77,77,,,<1,,,,4.8,,118,,<0.06,,<0.040,,0.57,,E0.023,,0.7,<6.0,19.2,,<0.06,,824,<0.60,E0.52,,<0.010,,<0.20,,0.38,,<0.160,,1600,,<0.18,,,<2,,<0.20,,,E0.07,608,,0.130,<0.2,<0.1,<0.1,,,,<0.0060,<0.02,<0.014,,,,,<0.02,<0.02,<0.02,<0.006,,<0.02,<0.02,<0.02,<0.005,,,,<0.0050,<0.007,,<0.050,,<0.010,,,,,,<0.0040,,<0.041,,<0.020,,,,,<0.0050,<0.006,,<0.018,,,<0.0030,<0.02,<0.02,<0.02,<0.02,<0.029,<0.012,<0.0050,,,<0.009,<0.02,<0.02,<0.02,,,<0.021,,<0.0040,<0.009,<0.012,,<0.013,<0.024,<0.016,<0.02,<0.02,<0.02,,,<0.0053,<0.02,<0.02,<0.02,<0.02,,,,<0.0040,,<0.035,<0.027,,,,,,<0.015,<0.02,<0.02,<0.006,<0.028,,<0.0030,,<0.007,,,,,,<0.003,<0.010,<0.0040,<0.022,<0.055,,<0.010,<0.02,<0.05,<0.010,<0.011,<0.023,,,,,<0.0040,<0.02,,<0.005,,<0.016,<0.034,,<0.017,<0.010,<0.0060,,<0.009,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,,,<0.1,<0.1,<0.2,<0.2,<0.2,<0.2,<0.2,<0.1,,,<0.2,<0.2,<0.2,<1.0,<0.1,<4,<0.1,<0.1,<0.1,<0.2,<0.1,<0.1,<0.2,<0.1,<0.2,<0.1,<0.6,,<0.2,,,,,15,20,,,,<0.012
430148074495101,HE1145,20060816,1505,WG,9,00602519,2290134,020200040709,361UTIC,24570326A,43.02994444,-74.83077778,043,200608161505 EST,200608161505,Paleozoic,Utica Shale,Upper,Ordovician,NAD83,345,HE1145,NAVD88,Mohawk,Domestic,Bedrock,755,,,,M,,,8.2,714,12.3,345,278.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.190,<0.04,<0.02,,,<0.03,<0.08,<0.032,<0.008,,,,,,<0.028,,,,,<0.02,<0.100,<0.15,,<0.008,,,<0.08,,<0.022,<0.02,<0.02,<0.02,<0.04,,<0.02,,<0.016,,<0.02,<0.032,<0.04,,,,<0.07,,<0.01,<0.03,,,,,,,,,<0.04,<0.03,,,,,<0.04,<0.01,,<0.02,,,,<0.10,,,,,,,<0.04,<0.02,,,,,,<0.04,<0.04,<0.020,,<0.01,,,<0.07,<0.10,<0.03,<0.034,<0.070,,,,,,<0.07,,<0.04,,<0.01,<0.04,<0.02,<0.02,<0.05,,,,,,<0.03,,,,,,,,<0.030,<0.010,<0.008,,,<0.02,,<0.090,<0.026,,<0.026,,,,<0.03,,,,,,,,,,,<0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431951074583901,HE1433,20060816,1130,WG,9,00602516,2290148,020200040505,112SDGV,24570326A,43.33080556,-74.97744444,043,200608161130 EST,200608161130,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1391,HE1433,NAVD88,Mohawk,Domestic,Sand and Gravel,729,,2,,8.6,,,8.1,106,9.5,1391,126.00,,,,,,72,47.4,2,15.8,1.95,0.53,1.48,,,,0.7,,1.85,0.13,,,13.2,4.44,<0.10,<0.013,<0.010,,0.43,1.90,0.430,<0.007,<0.002,<0.10,0.013,0.041,,<0.53,,,,U,,,<5,<5,,33,33,,,<1,,,,4.5,,0.61,,<0.06,,<0.040,,0.88,,E0.028,,0.6,8.0,150,,0.07,,1.85,2.33,3.81,,<0.010,,0.25,,0.24,,<0.160,,30.2,,<0.18,,,3,,<0.20,,,0.12,E4.1,,E0.040,<0.2,<0.1,<0.1,,,,<0.0060,<0.02,<0.014,,,,,<0.02,<0.02,<0.02,<0.006,,<0.02,<0.02,<0.02,<0.005,,,,<0.0050,<0.007,,<0.050,,<0.010,,,,,,<0.0040,,<0.041,,<0.020,,,,,<0.0050,<0.006,,<0.018,,,<0.0030,<0.02,<0.02,<0.02,<0.02,<0.029,<0.012,<0.0050,,,<0.009,<0.02,<0.02,<0.02,,,<0.021,,<0.0040,<0.009,<0.012,,<0.013,<0.024,<0.016,<0.02,<0.02,<0.02,,,<0.0053,<0.02,<0.02,<0.02,<0.02,,,,<0.0040,,<0.035,<0.027,,,,,,<0.015,<0.02,<0.02,<0.006,<0.028,,<0.0030,,<0.007,,,,,,<0.003,<0.010,<0.0040,<0.022,<0.055,,<0.010,<0.02,<0.05,<0.010,<0.011,<0.023,,,,,<0.0040,<0.02,,<0.005,,<0.016,<0.034,,<0.017,<0.010,<0.0060,,<0.009,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,,,<0.1,<0.1,<0.2,<0.2,<0.2,<0.2,<0.2,<0.1,,,<0.2,<0.2,<0.2,,<0.1,<4,<0.1,<0.1,<0.1,<0.2,<0.1,<0.1,<0.2,<0.1,<0.2,<0.1,<0.6,,<0.2,,,,,23,420,,,,0.166
431951074583901,HE1433,20060816,1135,WG,9,00602517,2290135,020200040505,112SDGV,24570326A,43.33080556,-74.97744444,043,200608161135 EST,200608161135,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1391,HE1433,NAVD88,Mohawk,Domestic,Sand and Gravel,729,,,,8.6,,,8.1,106,9.5,1391,126.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.190,<0.04,<0.02,,,<0.03,<0.08,<0.032,<0.008,,,,,,<0.028,,,,,<0.02,<0.100,<0.15,,<0.008,,,<0.08,,<0.022,<0.02,<0.02,<0.02,<0.04,,<0.02,,<0.016,,<0.02,<0.032,<0.04,,,,<0.07,,<0.01,<0.03,,,,,,,,,<0.04,<0.03,,,,,<0.04,<0.01,,<0.02,,,,<0.10,,,,,,,<0.04,<0.02,,,,,,<0.04,<0.04,<0.020,,<0.01,,,<0.07,<0.10,<0.03,<0.034,<0.070,,,,,,<0.07,,<0.04,,<0.01,<0.04,<0.02,<0.02,<0.05,,,,,,<0.03,,,,,,,,<0.030,<0.010,<0.008,,,<0.02,,<0.090,<0.026,,<0.026,,,,<0.03,,,,,,,,,,,<0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431951074583901,HE1433,20061031,1130,WG,9,00700225,3060055,020200040505,112SDGV,24570326A,43.33080556,-74.97744444,043,200610311130 EST,200610311130,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1391,HE1433,NAVD88,Mohawk,Domestic,Sand and Gravel,,,,,,,,,,,1391,126.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E0.3,,,,,,,,,,,,,,,,,,,,,,,,,
431915075034101,HE1459,20110714,0900,WG,9,01101923,1960168,020200040507,364TREN,0036L,43.32083333,-75.06144444,043,201107140900 EST,201107140900,Paleozoic,Trenton Group,Middle,Ordovician,NAD83,1264,HE1459,NAVD88,Mohawk,Domestic,Bedrock,729,25.0,<1,,1.0,,1.0,7.3,510,10.7,1264,279.00,25,Prgd stbl pH tmp SC,26 to 50 prcnt,Forestland,Residential,436,260,113,85.6,11.3,1.28,40.6,169,205,,17,0.0,97.2,0.20,U,0.0,17.1,19.4,<0.05,<0.013,<0.01,,0.55,2.44,0.550,0.005,0.002,<0.05,0.011,0.034,,<0.60,,,,,,<2,,,<1,,50,,,,54,,,5.3,,48.5,,<0.02,,<0.050,,<0.21,,0.02,,5.5,11.1,77.8,,0.25,,7.21,0.25,0.4,,<0.005,,0.45,,0.24,,<0.015,,824,,<0.06,,,11.7,,<0.18,,,0.34,28,,0.057,<0.2,<0.1,<0.1,,,,<0.0060,,<0.006,,,,,,,,<0.010,,,,,<0.008,,,,<0.0040,<0.008,,<0.120,,<0.014,,,,,,<0.0040,,<0.060,,<0.060,,,,,<0.0036,<0.010,,<0.022,,,<0.0076,,,,,<0.029,<0.012,<0.0060,,,<0.008,,,,,,<0.040,,<0.0056,<0.006,<0.016,,<0.012,<0.024,<0.018,,,,,,<0.0048,,,,,,,,<0.0040,,<0.060,<0.016,,,,,,<0.008,,,<0.020,<0.012,,<0.0040,,<0.008,,,,,,<0.002,<0.020,<0.0160,<0.012,<0.020,,<0.012,,,<0.006,<0.010,<0.020,,,,,<0.0036,,,<0.006,,<0.028,<0.024,,<0.018,<0.016,<0.0046,,<0.018,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,,,<0.1,<0.1,<0.2,<0.2,<0.2,<0.2,<0.2,<0.1,,,<0.2,<0.2,<0.2,0.8,<0.1,,<0.1,<0.1,<0.1,<0.2,<0.1,<0.1,<0.2,<0.1,<0.2,<0.1,<0.6,,<0.2,R0.4,,,1.0,,141,,,,0.257
431915075034101,HE1459,20110714,0901,WG,9,01102467,,020200040507,364TREN,0036L,43.32083333,-75.06144444,043,201107140901 EST,201107140901,Paleozoic,Trenton Group,Middle,Ordovician,NAD83,1264,HE1459,NAVD88,Mohawk,Domestic,Bedrock,,,,1.0,,,,,,,1264,279.00,,,,,,,,,,,,,,,,15.9,,,,,,,,,,,21.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
